#NAME	EP1910	RMT	KJB3	TJR	IB5	ALIDNA	IG7	B314	VS15G	NZC319	FB	E321	KJB23	KJB24	JW	IV	KV	EW	LW	RH	LH	GZ	RJ	LP	DS	MM	MN	BB
Bacteria;Planctomycetes;Phycisphaerae;mle1-8;NA;NA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0
Bacteria;Planctomycetes;Phycisphaerae;mle1-8;uncultured bacterium;uncultured bacterium	0	0	6	5	4	0	0	0	3	0	0	3	0	1	2	3	3	3	0	0	1	2	0	0	0	14	1	0
Bacteria;Planctomycetes;Phycisphaerae;mle1-8;uncultured organism;uncultured organism	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	2	1	0	0	0	2	0	0
Bacteria;Planctomycetes;Phycisphaerae;mle1-8;uncultured planctomycete;uncultured planctomycete	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	2	0	0	0	0	2	0	1	0	0	2	0	0
Bacteria;Planctomycetes;Phycisphaerae;MSBL9;4572-13;uncultured bacterium	0	0	4	16	3	0	0	3	0	0	0	6	14	14	1	2	0	2	2	1	7	4	0	0	3	25	1	0
Bacteria;Planctomycetes;Phycisphaerae;MSBL9;GWC2-45-44;uncultured Planctomycetales bacterium	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;MSBL9;KCLunmb-38-53;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;MSBL9;KCLunmb-38-53;uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Planctomycetes;Phycisphaerae;MSBL9;L21-RPul-D3;NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	3	0	2	1	1	0	4	3	0	0
Bacteria;Planctomycetes;Phycisphaerae;MSBL9;L21-RPul-D3;uncultured bacterium	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;MSBL9;L21-RPul-D3;uncultured organism	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;MSBL9;L21-RPul-D3;uncultured planctomycete	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;MSBL9;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;MSBL9;NA;uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;MSBL9;SG8-4;NA	1	1	0	1	3	0	2	1	0	5	1	22	9	4	3	7	4	2	3	3	7	5	1	0	3	11	3	0
Bacteria;Planctomycetes;Phycisphaerae;MSBL9;SG8-4;uncultured bacterium	2	1	36	26	40	0	6	9	0	9	1	40	29	13	11	25	6	9	11	3	14	22	5	0	6	89	5	0
Bacteria;Planctomycetes;Phycisphaerae;MSBL9;SG8-4;uncultured organism	0	0	2	3	2	0	0	0	0	1	0	1	1	0	4	4	1	1	0	0	4	1	0	0	3	6	0	0
Bacteria;Planctomycetes;Phycisphaerae;MSBL9;SG8-4;uncultured planctomycete	0	0	1	0	0	0	0	0	0	0	0	5	1	0	1	0	0	0	0	0	0	0	0	0	1	3	0	0
Bacteria;Planctomycetes;Phycisphaerae;MSBL9;SM23-30;NA	0	0	3	1	2	0	0	0	0	0	0	1	0	3	0	0	0	1	0	1	0	0	0	0	3	4	1	0
Bacteria;Planctomycetes;Phycisphaerae;MSBL9;SM23-30;uncultured bacterium	0	0	5	1	7	0	0	0	2	4	0	4	5	1	1	5	2	2	1	2	2	3	0	0	1	9	1	0
Bacteria;Planctomycetes;Phycisphaerae;MSBL9;SM23-30;uncultured organism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	2	0	0	1	1	0	0	0	1	0	0
Bacteria;Planctomycetes;Phycisphaerae;MSBL9;SM23-30;uncultured Planctomycetales bacterium	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	6	1	1	0
Bacteria;Planctomycetes;Phycisphaerae;MSBL9;ST-NAGAB-D1;NA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;MSBL9;ST-NAGAB-D1;uncultured organism	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;NA;NA;NA	0	0	0	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Planctomycetes;Phycisphaerae;NA;uncultured bacterium;uncultured bacterium	0	0	1	2	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	2	0	0	0	0	1	0	0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;AKAU3564 sediment group;NA	0	0	4	2	2	0	0	2	1	0	1	2	3	2	2	1	0	0	1	2	0	0	1	0	0	7	1	0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;AKAU3564 sediment group;uncultured bacterium	0	1	15	14	7	0	0	4	3	0	1	13	19	5	4	7	4	3	1	3	5	6	0	0	0	21	2	0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;AKAU3564 sediment group;uncultured organism	0	1	3	3	2	0	1	0	1	0	0	1	3	0	0	1	0	0	3	4	0	0	1	0	5	4	1	1
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;AKAU3564 sediment group;uncultured planctomycete	0	0	0	3	0	0	0	0	0	0	0	1	0	2	0	1	1	0	0	0	1	0	0	0	0	5	0	0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Algisphaera	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Phycisphaera	0	1	0	35	0	0	0	0	25	0	0	2	0	30	0	0	2	0	0	10	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02	1	5	15	25	35	0	6	3	14	12	5	1	1	99	28	17	8	16	10	132	14	61	9	2	18	1	0	8
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;uncultured	0	10	1	3	4	0	12	4	2	1	3	3	6	4	1	4	4	5	9	33	1	4	1	0	7	15	0	1
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;uncultured planctomycete	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	18	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Urania-1B-19 marine sediment group	0	1	2	2	3	0	0	1	0	3	0	7	4	5	1	8	12	16	0	8	9	5	0	0	0	7	0	0
Bacteria;Planctomycetes;Phycisphaerae;Pla1 lineage;NA;NA	0	0	2	0	3	0	0	2	1	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	4	0	0
Bacteria;Planctomycetes;Phycisphaerae;Pla1 lineage;uncultured bacterium;uncultured bacterium	0	0	10	3	7	0	1	2	3	1	0	2	8	4	1	7	2	1	4	1	9	7	1	0	0	17	0	0
Bacteria;Planctomycetes;Phycisphaerae;Pla1 lineage;uncultured organism;uncultured organism	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0
Bacteria;Planctomycetes;Phycisphaerae;S-70;uncultured bacterium;uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Pla3 lineage;NA;NA;NA	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	2	0	0	0	0	0	0
Bacteria;Planctomycetes;Pla3 lineage;uncultured bacterium;uncultured bacterium;uncultured bacterium	0	0	4	9	15	0	1	0	4	0	0	2	0	11	0	0	0	0	1	1	1	1	0	0	2	2	0	5
Bacteria;Planctomycetes;Pla3 lineage;uncultured organism;uncultured organism;uncultured organism	0	0	7	0	12	0	1	4	0	0	2	0	13	2	7	5	0	1	12	1	3	2	2	0	0	24	0	1
Bacteria;Planctomycetes;Pla3 lineage;unidentified marine bacterioplankton;unidentified marine bacterioplankton;unidentified marine bacterioplankton	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Pla4 lineage;NA;NA;NA	0	0	1	0	2	0	0	0	1	2	0	2	1	0	2	2	3	8	3	0	2	8	0	0	0	7	1	0
Bacteria;Planctomycetes;Pla4 lineage;uncultured bacterium;uncultured bacterium;uncultured bacterium	0	1	1	1	2	0	0	1	2	0	0	0	1	1	3	5	3	8	7	0	5	36	0	0	1	3	0	1
Bacteria;Planctomycetes;Pla4 lineage;uncultured organism;uncultured organism;uncultured organism	0	0	1	3	4	0	0	1	1	0	0	0	4	4	1	1	2	0	0	2	0	4	0	0	10	5	0	0
Bacteria;Planctomycetes;Pla4 lineage;uncultured Planctomycetales bacterium;uncultured Planctomycetales bacterium;uncultured Planctomycetales bacterium	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Pla4 lineage;uncultured planctomycete;uncultured planctomycete;uncultured planctomycete	0	0	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Planctomycetes;Pla4 lineage;uncultured rumen bacterium;uncultured rumen bacterium;uncultured rumen bacterium	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	4	3	1	0	0	1	0	0	0	1	0	0
Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Planctomycetacia;Isosphaerales;Isosphaeraceae;uncultured	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	6	4	0	86	0	0	0	0	0	0	0	4
Bacteria;Planctomycetes;Planctomycetacia;NA;NA;NA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Blastopirellula	1	2	6	38	3	0	3	1	8	0	2	2	1	35	0	1	10	11	3	162	2	2	0	0	2	23	4	4
Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Bythopirellula	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;NA	2	4	0	12	3	0	0	1	4	0	2	0	3	12	0	0	4	5	0	38	0	0	0	0	1	6	0	3
Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Pir4 lineage	1	1	12	36	21	0	0	6	4	11	2	47	19	37	29	75	21	24	8	132	77	25	8	0	10	128	3	8
Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Pirellula	0	15	0	1	1	0	7	3	0	0	14	1	0	1	0	0	12	8	0	29	0	0	0	0	0	1	0	0
Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Rhodopirellula	2	2	2	47	2	0	0	3	6	3	0	11	0	65	6	16	16	26	2	177	21	29	3	0	6	7	2	6
Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Roseimaritima	23	3	0	0	0	0	12	8	0	1	5	4	2	1	2	0	1	0	1	0	2	9	1	0	2	0	0	0
Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Rubripirellula	0	0	1	4	1	0	0	2	3	0	0	1	1	4	0	0	1	1	0	3	0	2	0	0	2	10	0	3
Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;uncultured	0	0	2	7	3	0	0	1	1	1	0	4	3	2	2	2	0	1	1	0	8	3	0	0	0	5	1	6
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Gimesiaceae;Gimesia	13	4	2	12	7	0	10	8	1	5	6	4	8	12	119	141	2	7	14	52	241	346	30	0	40	37	5	3
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Gimesiaceae;NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Gimesiaceae;uncultured	0	1	1	7	0	0	0	0	3	0	1	5	2	19	1	0	0	0	0	2	0	0	0	0	0	2	0	2
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;NA;uncultured	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Rubinisphaeraceae;Fuerstia	26	0	0	0	1	0	0	0	0	1	0	3	0	1	0	0	4	3	0	48	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Rubinisphaeraceae;NA	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Rubinisphaeraceae;Planctomicrobium	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	3	0	0	3	0	0	0	0	0	10	2	0	0
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Rubinisphaeraceae;Rubinisphaera	0	2	0	2	0	0	1	1	0	0	2	0	0	1	1	2	1	0	2	1	1	1	0	0	2	2	0	0
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Rubinisphaeraceae;SH-PL14	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Rubinisphaeraceae;uncultured	0	0	0	2	1	0	0	0	0	0	0	2	0	0	0	0	1	1	0	5	1	0	0	0	1	1	0	0
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Schlesneriaceae;Planctopirus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;uncultured;NA	3	0	1	2	1	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;uncultured;planctomycete DDD3G8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;uncultured;uncultured bacterium	22	0	7	4	5	0	0	0	1	1	0	11	0	2	0	1	1	2	0	12	0	0	0	0	1	2	0	3
Bacteria;Planctomycetes;Planctomycetacia;uncultured;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Planctomycetacia;uncultured;uncultured bacterium;uncultured bacterium	1	0	0	2	1	0	0	0	1	2	0	5	0	0	1	2	0	0	0	0	1	0	1	0	0	3	0	0
Bacteria;Planctomycetes;SGST604;uncultured organism;uncultured organism;uncultured organism	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	3	0	0
Bacteria;Planctomycetes;SPG12-343-353-B69;uncultured bacterium;uncultured bacterium;uncultured bacterium	0	0	0	3	0	0	0	0	0	0	0	1	3	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0
Bacteria;Planctomycetes;vadinHA49;NA;NA;NA	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0
Bacteria;Planctomycetes;vadinHA49;uncultured bacterium;uncultured bacterium;uncultured bacterium	1	1	7	1	6	0	2	1	1	2	1	0	6	3	2	0	0	2	2	1	2	2	1	0	1	13	1	0
Bacteria;Planctomycetes;vadinHA49;uncultured deep-sea bacterium;uncultured deep-sea bacterium;uncultured deep-sea bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Planctomycetes;vadinHA49;uncultured organism;uncultured organism;uncultured organism	2	0	0	0	0	0	0	0	0	0	0	2	1	0	1	3	3	4	1	6	5	12	0	0	2	2	0	0
Bacteria;Planctomycetes;vadinHA49;uncultured soil bacterium;uncultured soil bacterium;uncultured soil bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Azospirillales;Azospirillaceae;Azospirillum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Euryhalocaulis	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Parvularculaceae;uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;uncultured;uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Dongiales;Dongiaceae;Dongia	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	14	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Elsterales;uncultured;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Emcibacterales;Emcibacteraceae;Emcibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Kordiimonadales;uncultured;uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Ambiguous_taxa;Ambiguous_taxa	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured	0	0	0	1	1	0	1	0	0	0	1	3	0	0	2	4	1	1	1	4	1	5	0	0	1	4	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;uncultured;uncultured alpha proteobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;uncultured;uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA	5	1	2	0	1	0	2	1	1	1	2	0	16	2	3	4	9	5	0	67	3	3	0	0	1	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;uncultured	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;uncultured bacterium	0	0	2	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;NA;uncultured;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;NRL2;Ambiguous_taxa;Ambiguous_taxa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;NA;NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;NA;uncultured	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;NA;uncultured bacterium	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;Parvibaculaceae;Candidatus Phaeomarinobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;Parvibaculaceae;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;Parvibaculaceae;Pyruvatibacter	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;Parvibaculaceae;uncultured	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;PS1 clade;NA	0	0	0	1	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0	2	0	0	0	0	5	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;PS1 clade;uncultured bacterium	0	0	0	1	2	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	2	1	1
Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;uncultured;Ambiguous_taxa	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	1	0	0	3	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;EF100-94H03;NA	0	0	0	0	0	0	0	2	2	0	1	0	0	3	1	0	2	4	0	2	3	1	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;EF100-94H03;uncultured bacterium	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	15	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;NA;uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;NA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;uncultured;Ambiguous_taxa	0	0	0	0	0	0	0	1	0	2	1	0	1	0	1	1	5	2	0	3	0	1	0	0	1	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;uncultured;NA	0	0	0	5	3	0	0	0	1	2	0	1	0	2	0	1	3	4	3	18	0	0	1	0	1	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;uncultured;uncultured alpha proteobacterium	2	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	2	1	1	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;uncultured;uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;alphaI cluster	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Salinarimonas	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	5	6	3	121	0	0	0	0	3	3	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;C2U;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;C2U;uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;Devosia	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	3	0	0	0	5	4	10	0	0	0	0	0	2
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;Maritalea	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;uncultured	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Filomicrobium	3	1	4	4	2	0	1	2	3	0	1	5	6	5	2	2	0	1	1	0	3	6	2	0	0	13	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	2	0	3	0	0	0	2	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;NA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Pedomicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;uncultured	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	1	10	16	0	0	0	1	0	1
